358
6815;2.2e-05
6752;0.000293
6743;0.000622
6700;0.000641
6691;0.000703
6680;0.002905
6644;0.002915
6609;0.002924
6606;0.002942
6560;0.002955
6549;0.002964
6548;0.003132
6524;0.022306
6521;0.022316
6494;0.022343
6474;0.022352
6447;0.022361
6444;0.027485
6441;0.027504
6425;0.027512
6401;0.027521
6393;0.027592
6348;0.027602
6320;0.027646
6315;8.12738
6283;8.21685
6282;8.21686
6259;9.14872
6235;20.9236
6197;27.7601
6179;27.7601
6173;27.7601
6140;27.7602
6131;27.7604
6111;32.1606
6107;32.1606
6084;32.1606
6075;38.6142
6066;38.6142
6060;38.6142
6040;38.621
6033;38.6211
6030;38.6211
6025;38.6211
6002;38.6211
6000;38.6211
5988;38.6211
5969;38.6211
5957;40.8006
5952;41.5524
5919;41.5525
5897;41.5525
5883;42.7705
5876;44.5358
5871;44.5359
5859;44.5359
5857;44.536
5808;44.5361
5768;44.5361
5762;44.5361
5757;46.6778
5749;46.6778
5727;46.6779
5725;46.6779
5721;47.6753
5720;47.6753
5718;48.2491
5680;48.2491
5677;48.2491
5674;48.4177
5658;48.4178
5657;48.4181
5639;48.4181
5619;48.4182
5610;48.4182
5596;48.4182
5583;48.4182
5570;48.4182
5524;48.782
5518;48.782
5509;48.7821
5504;48.7821
5501;48.7822
5499;50.9134
5486;50.9134
5482;50.9135
5473;50.9171
5468;50.9172
5457;51.4573
5455;51.4586
5434;51.4587
5405;51.4587
5401;51.4629
5382;51.4629
5381;51.463
5369;51.463
5357;51.463
5353;51.463
5341;51.463
5323;51.463
5298;51.4631
5284;51.4631
5272;51.4631
5255;51.4631
5248;51.4632
5243;51.4633
5240;53.397
5229;53.397
5207;53.397
5201;53.9829
5183;54.2805
5168;54.2816
5160;54.2816
5151;54.2817
5125;54.3816
5117;54.3816
5113;55.3215
5099;55.3554
5086;55.3555
5077;55.3555
5065;55.4325
5051;55.4327
5039;55.4329
5020;55.4329
5019;55.4329
5007;55.433
4996;55.433
4980;55.433
4970;55.433
4967;55.8526
4962;55.8529
4960;55.8529
4955;55.8532
4944;55.8535
4932;55.8535
4928;55.8535
4898;55.8536
4893;55.8542
4887;55.8558
4873;55.8558
4869;55.8564
4867;55.8565
4859;57.1271
4834;57.2612
4829;57.2616
4819;57.3154
4805;57.3155
4803;57.3155
4802;57.3155
4792;57.3155
4784;57.3158
4783;57.316
4777;57.316
4768;57.316
4761;57.3162
4759;57.4917
4750;57.4927
4742;58.1692
4737;58.1692
4732;58.1692
4729;58.3409
4725;58.3409
4719;58.341
4697;58.651
4684;58.9712
4673;58.9739
4669;59.0289
4667;59.0289
4660;59.0289
4657;59.1519
4643;59.1519
4641;59.152
4635;59.1521
4631;59.1521
4629;59.1523
4625;59.1523
4622;59.1524
4615;59.1525
4612;59.1525
4591;59.1527
4582;59.1529
4571;59.1529
4566;59.1529
4560;59.1546
4552;59.155
4545;59.1559
4531;59.1561
4527;59.1561
4521;59.1561
4515;59.1561
4510;59.2795
4507;59.2795
4505;59.2795
4503;59.2798
4501;59.2799
4493;59.2799
4468;59.2799
4454;59.28
4435;59.28
4427;59.28
4421;59.28
4418;59.28
4415;60.681
4401;60.681
4394;60.681
4391;60.6837
4383;60.6839
4366;60.8413
4364;60.8429
4354;60.8434
4350;60.8434
4333;60.8497
4325;60.8504
4316;60.8508
4308;60.8514
4304;60.854
4297;60.854
4275;60.854
4268;60.855
4246;60.8554
4240;60.8554
4228;60.9464
4221;60.947
4215;60.9471
4201;60.9472
4186;60.9473
4185;60.9476
4182;60.9518
4173;60.9518
4166;60.9518
4164;60.9518
4161;60.9519
4159;62.3197
4154;62.3198
4149;62.3221
4137;62.3223
4135;62.7865
4131;62.7865
4128;62.7865
4101;62.7866
4100;62.7869
4096;62.7869
4093;62.7874
4090;62.7875
4084;62.7875
4083;62.7878
4066;62.7878
4063;62.7892
4057;62.7892
4020;62.7894
4003;62.7895
3998;62.7914
3997;62.7916
3977;62.7971
3957;62.7973
3955;62.7975
3945;62.7975
3942;62.7975
3938;62.7976
3932;62.7979
3930;62.7979
3924;62.798
3915;62.799
3901;62.799
3891;62.7991
3873;62.7992
3872;63.5326
3869;63.5328
3864;63.5328
3840;63.5328
3839;63.533
3830;63.533
3829;63.5331
3827;63.5334
3824;63.5334
3822;63.5335
3813;63.7633
3804;63.7651
3803;63.7652
3800;63.7653
3794;63.7662
3791;63.7663
3785;63.7664
3771;63.7665
3761;63.7665
3749;63.7666
3739;63.7666
3735;64.6006
3721;64.6007
3718;64.6011
3711;64.6013
3706;64.6014
3703;64.6026
3698;64.6034
3695;64.6034
3684;64.6392
3680;64.6394
3677;64.6462
3669;64.7708
3649;64.7714
3642;64.7719
3636;64.7918
3634;64.7918
3625;64.7919
3621;64.7925
3610;64.8945
3594;64.8945
3592;64.8968
3585;64.897
3574;64.9231
3569;64.9309
3562;64.9311
3555;64.9316
3552;64.9318
3551;64.932
3545;64.9321
3535;64.9321
3526;64.9345
3497;64.9346
3490;64.9347
3482;65.2788
3478;65.2794
3474;65.2794
3471;65.2795
3461;65.2796
3458;65.2815
3450;65.2817
3445;65.2817
3440;65.2817
3432;65.2819
3427;65.306
3426;65.308
3422;65.3081
3408;66.4469
3402;66.4472
3393;66.4473
3392;66.4479
3386;66.4491
3385;66.4494
3372;66.4494
3370;66.4495
3369;66.4608
3359;66.4609
3356;66.4609
3350;66.533
3347;66.5331
3341;66.5572
3338;66.5578
3317;66.5584
3316;66.5584
3298;66.5585
3286;66.5588
3284;66.5588
3282;66.5592
3272;66.5597
3265;66.8005
3257;66.8006
3254;66.8007
3246;66.8008
3245;66.8132
3243;66.8153
3242;67.0964
3239;67.0965
3238;67.0966
3225;67.0968
3222;67.0968
3218;67.0969
3209;67.097
3207;67.097
3199;67.097
3198;67.0971
3194;67.0976
3192;67.0979
3186;67.098
3182;67.0984
3178;67.099
3147;67.9959
3140;67.9977
3126;68.0033
3124;68.0033
3118;68.0038
3113;68.0043
3106;68.0048
3096;68.0052
3093;68.0104
3081;68.0104
3078;68.0106
3074;68.0116
3069;68.013
3062;68.0133
3047;68.0136
3045;68.0139
3039;68.014
3034;68.0142
3029;68.0144
3009;68.0148
3003;68.015
3000;68.5314
2994;68.5317
2990;68.532
2988;68.5325
2983;68.5457
2980;68.5562
2978;68.6879
2977;68.6898
2976;68.6901
2973;68.6935
2971;68.6944
2950;68.6983
2942;68.7019
2937;68.702
2935;68.7021
2929;68.7022
2923;68.7038
2912;68.7041
2904;68.7044
2900;68.7049
2899;68.7081
2894;68.709
2892;68.7091
2891;68.71
2889;68.7101
2885;68.7108
2880;68.7108
2878;68.7129
2858;68.7129
2846;68.7152
2842;68.7154
2840;68.7156
2835;68.7158
2821;68.7161
2820;68.7182
2819;68.7183
2811;68.7189
2806;68.7199
2804;68.72
2801;68.7203
2798;68.7208
2795;68.7217
2793;68.7225
2787;68.7232
2784;68.7239
2768;69.2773
2767;69.2818
2765;69.2822
2760;69.2823
2752;69.2831
2747;69.2831
2743;69.2851
