56
5442;2.9e-05
5352;3.9e-05
5317;12.6508
5315;21.7062
5290;25.0909
5214;25.0909
5190;25.0909
5120;28.2165
5102;28.6204
5055;28.6204
5038;28.6204
5025;28.6204
4929;28.6205
4907;31.2329
4754;31.2329
4584;34.1611
4563;34.1611
4552;34.9343
4547;35.0095
4540;35.1451
4537;35.1456
4531;35.1456
4414;35.1456
4394;35.6112
4361;35.6112
4306;36.3566
4267;36.3567
4246;36.3567
4224;36.9415
4204;37.0085
4195;37.0085
4193;37.9946
4141;37.9946
4093;38.0306
4065;38.0307
4026;38.0307
3896;38.0307
3883;38.8239
3852;38.824
3815;39.0457
3765;39.0457
3762;39.1709
3758;39.1709
3757;39.4277
3754;39.4277
3657;39.7714
3577;39.7714
3543;39.861
3534;40.0494
3475;40.0494
3402;40.0496
3340;40.732
3337;40.732
3334;40.7321
3284;40.7321
3264;40.7324
3201;40.7324
3170;40.7325
3152;40.7325
3120;40.7325
3107;40.7325
3076;41.8285
3043;41.8285
2994;41.8286
2969;42.185
2963;42.5613
2954;42.5614
2943;42.5614
2879;42.5614
2837;42.7562
2778;42.7562
2748;42.7562
2689;43.5102
2685;43.5113
2672;43.5117
2618;43.5117
2598;43.8513
2537;43.8514
2520;43.8577
2507;43.8578
2504;43.858
2427;44.4909
2360;44.491
2347;44.9726
2299;44.973
2298;45.1369
2292;45.7074
2235;45.7075
2222;46.5314
2150;46.5315
2143;46.5542
2138;46.5542
2101;46.5551
2098;46.8485
2096;46.8485
2092;47.2096
2031;47.2099
2013;47.21
2010;47.2101
2004;47.2133
2003;47.2135
1975;47.2248
1963;47.2251
1960;47.226
1954;47.2649
1892;47.2673
1886;47.2676
1884;48.2481
1863;48.2507
1843;48.2595
1837;48.266
1824;48.2662
1792;48.2693
1760;48.2703
1737;48.294
1732;48.5068
1729;48.5098
1713;48.8328
1707;48.8614
1704;48.8794
1681;49.4744
1672;49.5378
1666;49.5408
1663;49.5412
